policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
857410,1/8/2007,OH,500,3047.92768,0,60892,44,FEMALE,priv-house-serv,cross-fit,2/10/2015,NY,minor damage,Northbrook,8496 4th Ave,16,hurricane,other,NO,377400,500000,YES,179926,425,180351,NO,NO,NO
849508,2/17/2000,IN,500,5869.783667,0,61250,42,MALE,sales,video-games,2/10/2015,NC,major damage,Springfield,2012 Cherokee Ridge,16,fire,none,NO,620800,1000000,NO,385612,5133,390745,NO,NO,NO
786939,6/26/2005,IL,1000,1532.23888,3000000,45221,36,MALE,other-service,dancing,2/14/2015,NY,major damage,Springfield,3919 Maple Lane,4,hail,ambulance,NO,139400,300000,YES,106661,10819,117480,NO,NO,NO
958464,12/15/2002,IN,1000,3830.381964,0,46067,41,MALE,priv-house-serv,reading,2/9/2015,PA,minor damage,Springfield,7632 MLK Ridge,23,fire,police,NO,377800,500000,NO,176933,5284,182217,NO,YES,NO
281792,11/10/1999,IL,1000,764.9621112,0,47363,44,FEMALE,other-service,hiking,2/21/2015,NY,minor damage,Hillsdale,3335 Tree Drive,19,other,police,NO,95600,1000000,NO,51908,3323,55231,YES,NO,NO
265837,12/26/2001,IL,500,3605.558956,0,60713,38,FEMALE,protective-serv,camping,3/1/2015,NY,minor damage,Riverwood,4299 MLK Ridge,6,hail,other,NO,329000,500000,YES,188549,8014,196563,YES,NO,NO
175511,2/9/2010,OH,500,4952.874993,0,46974,43,MALE,machine-op-inspct,camping,1/20/2015,NY,total loss,Northbrook,7019 MLK Drive,0,hail,fire,NO,527800,500000,NO,527800,10895,538695,NO,NO,NO
586068,2/26/2001,IN,1000,1962.414471,0,60837,43,MALE,prof-specialty,reading,1/30/2015,VA,minor damage,Hillsdale,4935 Rock Hwy,23,theft,fire,NO,236600,1000000,NO,141181,9963,151144,NO,YES,NO
300984,3/14/1996,IL,1000,5939.474645,0,45695,32,MALE,transport-moving,golf,2/7/2015,NY,minor damage,Riverwood,7557 Andromedia Lane,3,hail,fire,NO,567800,300000,NO,326584,2939,329523,YES,YES,NO
472276,4/6/2001,IN,1000,2762.440243,0,61965,55,FEMALE,craft-repair,skydiving,2/15/2015,WV,minor damage,Northbend,9369 Weaver Drive,18,theft,ambulance,NO,322800,300000,NO,163814,7533,171347,NO,YES,NO
111573,6/23/2000,OH,500,4388.738301,0,61226,31,MALE,craft-repair,hiking,1/6/2015,SC,minor damage,Hillsdale,6021 Andromedia Ave,9,hurricane,other,NO,446600,500000,NO,221486,10174,231660,NO,NO,NO
493441,1/19/2002,OH,500,4840.661021,0,47216,42,FEMALE,craft-repair,exercise,2/8/2015,WV,total loss,Columbus,5196 Francis Hwy,4,hurricane,other,NO,505800,300000,NO,505800,11337,517137,NO,NO,NO
851082,12/24/2008,IN,1000,5554.327675,4000000,43083,31,MALE,prof-specialty,dancing,2/15/2015,WV,major damage,Columbus,2023 Pine Lane,23,fire,none,NO,648800,1000000,NO,419600,1422,421022,NO,NO,NO
544663,4/26/2012,OH,1000,3386.969742,0,47289,42,FEMALE,transport-moving,polo,1/23/2015,NY,total loss,Arlington,3077 Best Drive,19,theft,none,NO,362400,1000000,NO,362400,7831,370231,YES,NO,NO
313089,5/29/1990,OH,1000,5336.413672,0,46616,36,MALE,priv-house-serv,paintball,2/16/2015,SC,minor damage,Springfield,1167 Tree St,0,fire,ambulance,NO,612000,300000,NO,301511,128,301639,NO,NO,NO
308199,11/26/2005,IL,1000,1365.42132,0,43271,39,FEMALE,other-service,hiking,1/18/2015,NC,minor damage,Northbrook,1465 Lincoln Hwy,21,theft,ambulance,NO,144400,300000,NO,72759,5612,78371,YES,NO,NO
881645,8/16/1997,IN,500,3356.049661,0,46989,34,MALE,prof-specialty,golf,2/12/2015,WV,major damage,Northbend,6131 Tree St,15,fire,none,NO,375800,500000,NO,324578,11844,336422,YES,NO,NO
686672,6/24/2000,OH,500,2880.894156,5000000,60617,38,FEMALE,exec-managerial,golf,2/24/2015,NY,major damage,Springfield,4298 Andromedia Lane,18,fire,ambulance,NO,257800,500000,YES,154820,19034,173854,YES,NO,NO
434790,2/25/1998,IN,1000,2107.68037,0,61030,50,MALE,transport-moving,basketball,2/19/2015,SC,major damage,Northbrook,7153 4th Hwy,6,theft,fire,NO,216200,500000,YES,192890,7411,200301,YES,NO,NO
166733,5/18/1992,OH,500,2087.596463,0,43315,37,FEMALE,tech-support,dancing,2/17/2015,SC,minor damage,Riverwood,9664 Andromedia Drive,19,hail,other,NO,244000,500000,NO,115273,5949,121222,YES,YES,NO
408534,3/20/2005,IL,1000,2005.152669,0,61427,42,FEMALE,prof-specialty,movies,2/8/2015,WV,total loss,Northbend,9518 Francis Ave,12,fire,fire,NO,207800,500000,NO,207800,537,208337,NO,NO,NO
561782,8/25/1992,IN,500,5045.282924,0,46520,37,FEMALE,other-service,reading,2/15/2015,NC,total loss,Hillsdale,6438 Texas Lane,18,fire,ambulance,NO,445000,500000,NO,445000,15536,460536,NO,YES,NO
380092,8/26/2007,OH,500,2771.648886,0,45274,29,FEMALE,machine-op-inspct,basketball,2/15/2015,WV,minor damage,Springfield,2653 Britain Ave,12,fire,other,NO,250600,1000000,YES,141225,13524,154749,YES,NO,NO
762130,9/23/2005,OH,500,1445.996153,0,46318,37,MALE,exec-managerial,polo,1/4/2015,WV,trivial damage,Columbus,9338 Flute Drive,12,fire,police,YES,158200,1000000,NO,54255,5391,59646,YES,NO,NO
977870,1/7/2008,OH,500,5816.027652,0,43742,41,MALE,prof-specialty,bungie-jumping,2/1/2015,VA,total loss,Northbend,4844 1st Hwy,17,other,other,NO,583200,1000000,NO,583200,7199,590399,YES,NO,NO
211993,6/26/1998,IL,1000,2632.990755,0,46671,46,FEMALE,prof-specialty,cross-fit,2/18/2015,NY,trivial damage,Riverwood,6866 Oak Drive,16,hurricane,other,NO,257800,1000000,NO,26417,533,26950,YES,NO,NO
478781,3/15/2004,OH,500,6576.732756,0,46870,53,FEMALE,protective-serv,video-games,1/6/2015,SC,major damage,Riverwood,6098 Andromedia Drive,1,theft,police,NO,636400,1000000,NO,498565,6534,505099,NO,NO,NO
376628,1/30/2005,IN,500,2621.745001,0,60243,20,FEMALE,sales,chess,2/20/2015,NY,trivial damage,Columbus,9263 Oak Drive,19,other,none,NO,242000,500000,NO,24396,6563,30959,NO,NO,NO
872375,5/13/2007,IN,500,3208.222044,0,44083,34,FEMALE,exec-managerial,golf,2/25/2015,NY,major damage,Columbus,3370 5th Lane,3,fire,none,NO,375000,300000,YES,271243,883,272126,NO,YES,NO
651461,5/29/1995,OH,500,2803.947655,0,46127,50,MALE,transport-moving,polo,2/24/2015,OH,total loss,Springfield,9423 Flute St,10,fire,none,NO,254400,300000,NO,254400,5791,260191,NO,NO,NO
237981,5/3/1994,IN,500,1927.758862,6000000,44220,30,MALE,adm-clerical,reading,2/2/2015,WV,total loss,Hillsdale,4610 Elm Drive,22,other,none,NO,224000,500000,NO,224000,10554,234554,NO,YES,NO
117482,12/6/2001,IL,500,6100.783869,0,45942,30,MALE,priv-house-serv,board-games,1/4/2015,SC,total loss,Riverwood,8987 Sky Hwy,17,other,other,NO,567000,1000000,NO,567000,13981,580981,NO,NO,NO
850502,10/21/1999,IL,500,3564.002597,0,60540,37,MALE,handlers-cleaners,bungie-jumping,2/16/2015,WV,minor damage,Northbrook,7625 Elm Ridge,12,hurricane,ambulance,NO,396800,500000,NO,198956,5953,204909,NO,NO,NO
672539,7/21/1993,IL,500,5474.687926,0,47769,35,FEMALE,other-service,chess,2/5/2015,OH,major damage,Springfield,4615 3rd Lane,0,hail,ambulance,NO,516600,500000,YES,389581,2917,392498,YES,NO,NO
428130,10/21/2009,IN,500,1879.162572,0,43185,36,FEMALE,exec-managerial,base-jumping,1/21/2015,SC,trivial damage,Northbrook,8038 Best Drive,3,fire,other,NO,217800,1000000,NO,16048,7604,23652,YES,YES,NO
102073,11/20/2009,OH,500,2028.34339,0,45033,57,MALE,sales,chess,1/28/2015,SC,minor damage,Hillsdale,5927 Flute Drive,11,fire,other,NO,173400,300000,NO,71594,4737,76331,NO,NO,NO
200833,5/30/2012,IN,1000,5941.36387,0,45074,43,FEMALE,other-service,cross-fit,1/4/2015,NY,total loss,Arlington,4160 Lincoln Drive,22,theft,ambulance,NO,535400,500000,NO,535400,13638,549038,NO,YES,NO
807181,2/2/2004,OH,1000,5406.869474,0,60070,36,FEMALE,machine-op-inspct,dancing,2/16/2015,VA,minor damage,Springfield,3995 Tree Ridge,3,theft,police,YES,590200,300000,NO,299852,11769,311621,NO,NO,NO
316152,9/29/2002,OH,500,3904.083881,0,47213,23,FEMALE,tech-support,chess,1/26/2015,VA,trivial damage,Arlington,6827 Pine St,18,theft,none,NO,367000,500000,YES,12942,8628,21570,NO,YES,NO
218327,5/4/2009,OH,1000,2362.594863,0,45636,31,MALE,machine-op-inspct,dancing,1/24/2015,SC,minor damage,Northbrook,9536 Rock Lane,4,hurricane,ambulance,NO,211000,300000,NO,104633,327,104960,NO,NO,NO
673805,2/24/2010,IL,1000,4501.392771,0,45326,30,FEMALE,sales,kayaking,2/10/2015,WV,total loss,Northbend,9292 Tree Hwy,22,other,police,YES,458200,300000,YES,458200,6569,464769,NO,YES,NO
922133,1/3/2005,OH,500,2295.242123,0,46053,23,FEMALE,transport-moving,bungie-jumping,2/2/2015,NC,minor damage,Northbend,5950 Best Ridge,6,theft,other,NO,271600,300000,NO,114402,6908,121310,NO,YES,NO
579513,9/2/1998,IN,500,3441.77185,0,46639,31,MALE,prof-specialty,camping,2/14/2015,WV,total loss,Arlington,9117 Embaracadero St,1,theft,other,NO,329600,300000,NO,329600,20503,350103,NO,NO,NO
753179,12/1/2010,OH,1000,5286.246241,8000000,47548,33,FEMALE,sales,basketball,2/3/2015,VA,total loss,Springfield,2747 5th Ridge,20,hurricane,other,NO,507200,1000000,NO,507200,19653,526853,NO,YES,NO
287289,4/26/1995,OH,500,3904.009597,0,46520,20,MALE,protective-serv,base-jumping,1/18/2015,NC,major damage,Northbrook,9763 Rock Hwy,0,fire,police,YES,374200,1000000,NO,299037,401,299438,YES,YES,NO
478933,10/11/1996,OH,1000,2315.546671,0,60437,22,FEMALE,sales,golf,1/17/2015,WV,total loss,Northbend,2393 Sky St,0,theft,fire,NO,229400,1000000,NO,229400,1471,230871,YES,YES,NO
654538,3/25/1993,OH,1000,3713.331979,0,46524,63,FEMALE,farming-fishing,basketball,2/18/2015,SC,total loss,Springfield,6690 Flute Ridge,18,fire,other,NO,369200,1000000,NO,369200,472,369672,NO,NO,NO
199783,8/24/1996,OH,500,2853.68215,0,43818,37,FEMALE,machine-op-inspct,base-jumping,1/8/2015,SC,minor damage,Northbend,9783 Texas Drive,18,fire,ambulance,NO,300400,1000000,NO,159104,14755,173859,YES,YES,NO
399165,12/14/2000,IN,500,1490.995481,0,47486,36,FEMALE,priv-house-serv,chess,2/5/2015,WV,total loss,Hillsdale,6381 Best Ridge,5,hurricane,other,NO,183400,1000000,NO,183400,11820,195220,YES,NO,NO
827364,3/21/2012,IL,1000,1571.768302,3000000,47741,42,FEMALE,tech-support,yachting,2/28/2015,NC,minor damage,Springfield,3128 Pine St,15,hurricane,other,NO,175600,500000,NO,92117,7115,99232,NO,NO,NO
282577,5/14/2009,IN,500,3341.762203,0,61676,30,MALE,adm-clerical,basketball,2/28/2015,NY,total loss,Northbrook,1836 1st St,3,hurricane,other,NO,394200,300000,YES,394200,815,395015,NO,NO,NO
509797,5/27/2014,IL,500,3543.972393,0,43617,30,MALE,prof-specialty,board-games,3/1/2015,SC,minor damage,Riverwood,7172 Andromedia Ave,10,hail,ambulance,NO,330400,300000,NO,142244,6338,148582,NO,NO,NO
477277,2/20/2008,IN,1000,3253.211148,0,45772,35,FEMALE,tech-support,board-games,1/16/2015,WV,minor damage,Springfield,2075 Lincoln Ridge,19,fire,ambulance,NO,323200,500000,YES,160931,581,161512,NO,NO,NO
891833,5/11/2011,IN,500,3291.715014,6000000,46035,38,FEMALE,armed-forces,exercise,1/9/2015,WV,minor damage,Northbrook,6800 5th Drive,6,fire,ambulance,NO,309400,500000,NO,138396,12448,150844,NO,YES,NO
513596,12/21/2009,OH,500,3350.781814,0,60932,35,FEMALE,prof-specialty,polo,2/8/2015,WV,major damage,Springfield,4428 Cherokee Ridge,20,hurricane,fire,NO,376400,1000000,NO,252121,4976,257097,NO,NO,NO
918967,1/29/2011,OH,1000,3877.771569,0,44198,62,MALE,transport-moving,exercise,1/4/2015,SC,total loss,Columbus,4488 Flute Ridge,21,other,police,NO,387200,500000,NO,387200,5738,392938,YES,YES,NO
110854,10/10/2011,IL,500,4744.73293,0,60660,42,FEMALE,tech-support,base-jumping,2/13/2015,NY,total loss,Northbrook,8102 Pine Lane,5,fire,none,NO,454200,300000,NO,454200,166,454366,YES,NO,NO
532368,3/31/1991,IN,500,3950.466751,0,61841,23,FEMALE,protective-serv,paintball,1/9/2015,NY,total loss,Riverwood,2473 Andromedia Lane,22,fire,ambulance,NO,429200,1000000,YES,429200,1113,430313,NO,YES,NO
123146,11/17/2012,IL,500,3353.480842,4000000,43529,23,MALE,prof-specialty,dancing,2/25/2015,NY,total loss,Columbus,5299 Washington Ave,10,fire,other,NO,326400,500000,YES,326400,980,327380,NO,YES,NO
297869,12/9/2000,IN,1000,3542.265417,0,61965,43,FEMALE,prof-specialty,exercise,2/3/2015,SC,major damage,Hillsdale,4754 5th Ave,17,hurricane,fire,NO,412200,300000,YES,364323,10281,374604,YES,NO,NO
900000,12/22/2009,IL,500,3853.568018,0,47767,45,FEMALE,prof-specialty,base-jumping,1/28/2015,SC,trivial damage,Arlington,1771 Britain Hwy,20,other,ambulance,NO,385600,300000,NO,77522,3020,80542,YES,NO,NO
229231,12/20/1995,OH,500,2168.938349,0,43768,34,FEMALE,machine-op-inspct,dancing,2/20/2015,NY,total loss,Northbrook,3831 Sky Drive,4,hail,other,NO,235800,1000000,NO,235799,1222,237021,NO,YES,NO
179074,10/24/2011,IN,500,2627.517888,0,44214,35,FEMALE,adm-clerical,dancing,2/14/2015,WV,minor damage,Columbus,6183 Pine Lane,17,theft,fire,NO,220400,1000000,NO,121887,9254,131141,YES,YES,NO
512850,12/24/2008,OH,1000,3000.848637,6000000,62010,27,MALE,farming-fishing,yachting,1/12/2015,SC,minor damage,Riverwood,2069 Lincoln Ridge,10,theft,other,NO,265000,1000000,NO,120967,8887,129854,NO,NO,NO
352225,8/19/2013,OH,500,3795.9813,0,44137,41,MALE,handlers-cleaners,board-games,1/27/2015,SC,trivial damage,Columbus,8759 Elm Hwy,23,hurricane,ambulance,NO,343800,300000,YES,112808,20109,132917,YES,YES,NO
181670,1/25/2007,IN,500,3471.15953,0,45439,34,FEMALE,tech-support,golf,1/27/2015,NY,minor damage,Hillsdale,8070 Maple Drive,21,fire,none,NO,425400,500000,YES,241489,6984,248473,NO,NO,NO
798659,2/3/1990,IL,500,2379.388945,0,60382,43,MALE,tech-support,movies,2/2/2015,NC,total loss,Riverwood,7143 Cherokee Ridge,22,hail,other,NO,268800,300000,NO,268800,7612,276412,YES,NO,NO
579695,12/20/1998,OH,500,4917.653113,0,60525,36,FEMALE,priv-house-serv,board-games,1/12/2015,NY,minor damage,Springfield,9694 Solo Lane,10,hurricane,fire,NO,523400,1000000,NO,268171,12553,280724,NO,NO,NO
171699,4/7/1990,OH,1000,4430.349289,0,60648,42,FEMALE,prof-specialty,sleeping,1/28/2015,PA,trivial damage,Arlington,2536 Elm St,14,other,police,YES,497600,300000,NO,89496,525,90021,YES,NO,NO
804131,9/8/1992,IN,1000,2754.53143,0,61158,46,FEMALE,priv-house-serv,chess,1/17/2015,NY,minor damage,Hillsdale,5789 Francis Ave,6,theft,none,NO,338400,500000,NO,158302,5204,163506,NO,NO,NO
439354,12/18/2003,IL,500,3665.947071,0,44979,40,MALE,priv-house-serv,exercise,2/22/2015,WV,total loss,Arlington,6965 Rock Ridge,11,hurricane,other,NO,425200,1000000,NO,425200,10569,435769,NO,YES,NO
806810,2/7/2004,IL,1000,1461.917446,0,47265,30,FEMALE,sales,reading,2/13/2015,SC,minor damage,Hillsdale,8478 Maple Lane,13,fire,none,NO,131400,500000,NO,77216,12593,89809,NO,NO,NO
190743,5/8/2004,OH,500,1113.345443,0,61772,22,MALE,adm-clerical,video-games,1/5/2015,NY,total loss,Columbus,5055 Britain Drive,2,hail,ambulance,NO,112800,1000000,NO,112800,6598,119398,NO,NO,NO
407599,4/7/1996,IL,1000,2490.262142,0,46830,38,FEMALE,handlers-cleaners,chess,1/1/2015,WV,minor damage,Columbus,7978 Francis Lane,15,hurricane,other,NO,307000,500000,NO,174516,7695,182211,NO,NO,NO
456421,4/26/1993,IN,1000,2062.397289,0,43969,43,FEMALE,other-service,camping,1/2/2015,NY,minor damage,Northbend,2210 Britain Ridge,22,theft,fire,NO,234800,500000,NO,112887,3757,116644,NO,NO,NO
177677,10/12/1995,IL,1000,3744.899959,6000000,46620,32,FEMALE,priv-house-serv,bungie-jumping,2/6/2015,SC,major damage,Arlington,1747 Apache Ridge,4,hurricane,other,NO,329200,300000,NO,259127,6876,266003,YES,NO,NO
601593,5/4/1994,IL,1000,2709.993986,0,43992,37,MALE,machine-op-inspct,movies,2/26/2015,SC,minor damage,Northbrook,5941 Weaver Ridge,13,theft,fire,NO,309800,300000,NO,137333,7020,144353,NO,NO,NO
714562,7/9/1996,IL,1000,2777.400078,0,43563,42,MALE,adm-clerical,skydiving,2/18/2015,NC,minor damage,Northbend,3448 Best Ridge,17,other,none,NO,332200,500000,NO,180162,5566,185728,NO,NO,NO
216265,8/7/1996,OH,1000,2293.190408,0,43858,40,MALE,machine-op-inspct,video-games,2/2/2015,NY,trivial damage,Northbend,9597 Francis Ave,0,hurricane,other,NO,276000,500000,NO,12637,4291,16928,NO,NO,NO
321713,11/8/2007,OH,1000,5386.799921,0,60056,62,MALE,tech-support,board-games,1/18/2015,SC,total loss,Columbus,5821 5th Drive,18,theft,other,NO,505600,1000000,NO,505600,4248,509848,NO,YES,NO
355556,9/30/1990,IN,500,1455.020684,0,43883,29,MALE,craft-repair,paintball,2/14/2015,WV,total loss,Springfield,7375 Pine St,18,hail,other,NO,126400,1000000,NO,126400,7426,133826,NO,NO,NO
165866,1/26/2005,OH,1000,3247.832058,0,60056,34,MALE,armed-forces,exercise,2/24/2015,SC,total loss,Columbus,5508 Britain Drive,8,hail,other,NO,319000,1000000,YES,319000,703,319703,NO,YES,NO
579467,10/4/2013,OH,500,4769.26303,0,44450,34,FEMALE,transport-moving,base-jumping,1/18/2015,WV,total loss,Columbus,2019 4th Ave,3,theft,ambulance,NO,490400,300000,NO,490400,773,491173,YES,NO,NO
901818,3/4/1997,IL,1000,1635.669389,0,43136,25,FEMALE,sales,polo,2/20/2015,SC,minor damage,Columbus,6063 Lincoln Drive,11,hurricane,other,NO,167400,300000,NO,99360,3026,102386,NO,NO,NO
714718,7/9/2008,IL,1000,4866.661044,0,62047,34,FEMALE,armed-forces,bungie-jumping,1/1/2015,NC,trivial damage,Hillsdale,9254 5th Ave,19,theft,ambulance,NO,510600,300000,NO,5958,10456,16414,YES,YES,NO
148903,12/31/2011,IN,500,2796.725368,0,46053,38,MALE,protective-serv,hiking,1/22/2015,NY,trivial damage,Northbrook,6519 Tree Hwy,18,other,ambulance,NO,235200,500000,NO,76963,988,77951,YES,NO,NO
381020,3/23/2007,IL,1000,3031.098667,0,44346,31,FEMALE,tech-support,golf,1/30/2015,NY,minor damage,Northbrook,6162 Weaver Drive,0,theft,ambulance,NO,370400,300000,NO,164304,9078,173382,YES,NO,NO
907139,8/19/1990,OH,1000,5425.01883,6000000,46566,63,MALE,machine-op-inspct,dancing,1/8/2015,PA,total loss,Springfield,6911 MLK Ridge,10,hurricane,other,NO,594800,500000,NO,594800,10135,604935,NO,NO,NO
893790,4/20/1998,IN,1000,2744.707752,0,43289,45,FEMALE,prof-specialty,camping,2/24/2015,NY,minor damage,Columbus,6638 Cherokee Lane,0,hurricane,ambulance,NO,285800,1000000,NO,167020,7996,175016,YES,NO,NO
902216,11/1/2008,IL,500,7816.956413,3000000,46628,38,MALE,priv-house-serv,chess,2/2/2015,SC,minor damage,Northbend,8019 Cherokee St,1,other,none,NO,664000,1000000,YES,378412,8698,387110,YES,NO,NO
545208,10/25/1994,OH,1000,8696.958833,0,44385,29,MALE,handlers-cleaners,board-games,1/29/2015,NY,total loss,Northbend,3346 Francis Lane,21,theft,other,NO,758000,1000000,NO,758000,604,758604,YES,NO,NO
600451,2/9/1992,IL,1000,6661.972239,0,61772,40,MALE,other-service,video-games,2/21/2015,SC,major damage,Northbend,9893 4th Ave,15,hurricane,other,NO,571200,300000,YES,426062,7206,433268,NO,YES,NO
985021,12/30/1999,IL,1000,959.4146919,0,60160,44,FEMALE,machine-op-inspct,board-games,1/22/2015,NY,trivial damage,Hillsdale,1700 5th Drive,4,hail,ambulance,NO,102600,500000,YES,24444,6225,30669,YES,NO,NO
614444,1/2/1998,IL,1000,2720.040818,0,44086,34,FEMALE,protective-serv,yachting,2/21/2015,NY,major damage,Columbus,6575 Pine Lane,12,hurricane,other,NO,295000,1000000,YES,222821,1364,224185,NO,NO,NO
162750,3/29/1996,IN,500,1423.693173,0,44083,55,MALE,machine-op-inspct,basketball,1/8/2015,SC,minor damage,Riverwood,8777 Elm Hwy,9,theft,police,NO,162600,500000,NO,78616,2723,81339,NO,NO,NO
588632,2/23/2001,OH,500,3228.046066,0,46137,23,MALE,sales,kayaking,2/5/2015,NY,minor damage,Springfield,2954 Cherokee St,23,hurricane,ambulance,NO,304200,1000000,NO,171134,10708,181842,NO,NO,NO
544498,8/6/1999,OH,1000,3428.484872,0,61947,50,FEMALE,prof-specialty,cross-fit,2/25/2015,NY,major damage,Hillsdale,5184 3rd Drive,21,theft,none,NO,306200,1000000,NO,224261,7451,231712,NO,NO,NO
883868,8/20/1998,IL,500,5336.478669,0,44885,50,MALE,other-service,video-games,1/16/2015,WV,trivial damage,Northbrook,7504 Oak Ave,16,hail,other,NO,468400,1000000,NO,47626,13828,61454,NO,NO,NO
109333,4/4/2012,IL,500,2532.344211,0,46567,40,FEMALE,adm-clerical,camping,2/10/2015,SC,total loss,Springfield,3488 Andromedia Drive,0,fire,other,NO,222000,1000000,NO,222000,245,222245,YES,NO,NO
216054,9/4/2007,IL,500,3411.87649,0,61979,46,FEMALE,priv-house-serv,exercise,1/18/2015,NY,total loss,Hillsdale,5714 Francis Ave,19,hail,other,NO,336400,500000,NO,336400,16992,353392,NO,NO,NO
721614,8/17/1998,IN,1000,2558.687269,0,43858,46,MALE,sales,paintball,2/1/2015,SC,total loss,Arlington,2381 Weaver Drive,18,hail,other,NO,262200,300000,YES,262200,21322,283522,YES,NO,NO
604956,11/30/1993,OH,1000,1680.343718,0,61392,42,FEMALE,priv-house-serv,hiking,3/1/2015,NY,total loss,Springfield,5504 Maple Lane,21,hail,other,NO,190000,300000,NO,190000,1102,191102,NO,NO,NO
810326,2/4/1992,IL,500,3248.934143,0,44846,61,MALE,priv-house-serv,hiking,1/12/2015,NY,major damage,Northbend,6428 4th Drive,20,fire,none,NO,279200,1000000,NO,244996,16292,261288,NO,NO,NO
443009,7/10/2004,OH,1000,2913.516317,0,44829,31,MALE,exec-managerial,base-jumping,1/17/2015,VA,total loss,Northbrook,2804 Oak Hwy,11,hurricane,other,NO,268200,500000,NO,268200,4941,273141,NO,NO,NO
609832,10/4/2007,IL,1000,2298.935607,0,60940,56,FEMALE,tech-support,hiking,1/19/2015,WV,total loss,Springfield,8348 MLK Ave,6,hail,other,NO,241000,300000,NO,241000,6878,247878,YES,NO,NO
243684,4/11/2001,IL,500,2289.460363,7000000,60569,37,FEMALE,priv-house-serv,base-jumping,2/13/2015,NY,total loss,Northbend,4033 Francis Ave,12,hurricane,ambulance,NO,195000,500000,NO,195000,8470,203470,NO,YES,NO
948133,3/2/2007,IN,500,4471.425167,0,43640,28,MALE,machine-op-inspct,skydiving,2/24/2015,SC,total loss,Columbus,5933 Texas Hwy,20,other,ambulance,NO,414800,1000000,NO,414799,6591,421390,NO,NO,NO
658704,12/15/2004,IN,1000,3090.15961,0,45534,42,FEMALE,armed-forces,hiking,1/28/2015,OH,minor damage,Riverwood,5653 Francis Lane,4,hail,other,NO,303400,1000000,NO,162168,7498,169666,YES,NO,NO
714533,5/24/2005,IN,500,2804.613672,0,60574,53,FEMALE,protective-serv,golf,1/31/2015,NY,total loss,Arlington,8964 Weaver Lane,9,other,ambulance,NO,274600,300000,NO,274600,16002,290602,NO,NO,NO
367935,7/27/1998,IL,1000,2567.095685,0,44675,30,FEMALE,transport-moving,bungie-jumping,1/28/2015,NY,major damage,Arlington,7335 3rd Hwy,15,hurricane,ambulance,NO,278800,1000000,NO,170506,6733,177239,NO,NO,NO
