,Unnamed: 0,policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
5824,5824,822437,1/13/2003,IN,1000,5126.830007000001,0,46987,31,FEMALE,exec-managerial,hiking,2/23/2015,SC,minor damage,Riverwood,1555 5th St,21,other,ambulance,NO,465400,300000,NO,252050,179,252229,NO,YES,NO
5825,5825,352485,2/19/1994,IN,1000,1613.350794,6000000,46520,38,MALE,other-service,movies,2/3/2015,NY,minor damage,Riverwood,4448 Cherokee St,12,fire,other,NO,168600,500000,NO,75485,5587,81072,NO,NO,NO
5826,5826,687527,5/21/2002,OH,500,2133.311412,7000000,47051,59,MALE,transport-moving,kayaking,2/13/2015,SC,total loss,Springfield,6673 Washington St,2,theft,police,NO,201800,1000000,NO,201800,8581,210381,YES,NO,NO
5827,5827,103225,10/4/1994,OH,1000,5343.560783,0,47114,37,FEMALE,transport-moving,movies,1/31/2015,SC,minor damage,Springfield,2632 Washington St,13,hurricane,other,NO,604000,1000000,NO,269017,13577,282594,NO,YES,NO
5828,5828,251940,11/2/1994,OH,1000,2863.37229,0,46987,32,MALE,other-service,camping,2/15/2015,OH,minor damage,Springfield,7197 Tree Ave,14,hail,other,NO,292000,300000,NO,120092,887,120979,NO,NO,NO
5829,5829,448578,6/7/1995,IN,500,1694.68992,0,43553,31,MALE,craft-repair,dancing,2/12/2015,WV,major damage,Hillsdale,3494 Sky St,14,other,ambulance,NO,182600,300000,YES,132527,7803,140330,NO,NO,NO
5830,5830,761730,10/31/2011,IN,1000,1339.830475,8000000,61494,30,MALE,transport-moving,movies,1/4/2015,SC,minor damage,Northbrook,8453 Weaver Ridge,4,other,fire,NO,123600,300000,NO,64616,5378,69994,NO,NO,NO
5831,5831,959865,4/27/1997,IL,500,1130.666802,0,43278,42,FEMALE,transport-moving,exercise,1/17/2015,SC,minor damage,Riverwood,2216 1st Drive,1,hail,other,NO,113000,500000,YES,52347,9437,61784,NO,NO,NO
5832,5832,442034,8/11/1993,OH,1000,2046.978438,0,60623,33,MALE,adm-clerical,kayaking,1/16/2015,NY,trivial damage,Northbrook,4108 1st Ave,2,hurricane,other,NO,178600,300000,NO,45775,7913,53688,NO,NO,NO
5833,5833,723395,2/9/2007,OH,1000,3412.697076,4000000,46137,49,MALE,other-service,kayaking,1/4/2015,SC,minor damage,Springfield,1896 Washington Ridge,13,theft,other,NO,317600,1000000,NO,165974,13680,179654,NO,NO,NO
5834,5834,711987,9/6/1992,IN,500,2410.993015,0,44473,43,FEMALE,adm-clerical,reading,1/18/2015,NC,trivial damage,Northbrook,6852 Oak Ridge,4,theft,fire,NO,203400,500000,NO,33874,4327,38201,YES,NO,NO
5835,5835,286724,4/4/2013,OH,500,2134.336839,0,44220,41,MALE,craft-repair,kayaking,1/24/2015,NY,trivial damage,Riverwood,7815 Solo Lane,6,hail,other,NO,206000,500000,NO,3660,358,4018,YES,NO,NO
5836,5836,578760,12/9/2013,IN,500,2464.1960670000008,0,61317,49,FEMALE,tech-support,camping,1/9/2015,SC,minor damage,Columbus,6258 MLK Drive,14,theft,other,NO,237200,300000,NO,136220,13960,150180,YES,NO,NO
5837,5837,353640,12/3/1997,IL,1000,5108.417427,0,43953,44,MALE,other-service,reading,2/17/2015,WV,minor damage,Northbend,7711 Best Lane,19,hurricane,other,NO,535400,500000,NO,320100,11344,331444,YES,NO,NO
5838,5838,173611,9/15/2010,IN,500,5065.626695,0,45929,28,FEMALE,other-service,kayaking,1/29/2015,WV,total loss,Columbus,2332 Weaver Drive,16,fire,police,YES,442800,1000000,NO,442800,11912,454712,YES,NO,NO
5839,5839,516435,3/12/2001,OH,500,3611.179021,0,61266,28,FEMALE,exec-managerial,kayaking,1/4/2015,NC,minor damage,Northbend,4725 Embaracadero St,13,theft,fire,NO,411400,500000,NO,242000,4945,246945,NO,NO,NO
5840,5840,800934,1/2/1996,OH,1000,1685.7813420000002,0,47060,34,MALE,adm-clerical,chess,1/18/2015,VA,minor damage,Columbus,3533 Texas Ave,5,hail,other,NO,172600,500000,NO,71027,15352,86379,YES,NO,NO
5841,5841,676482,7/21/2001,OH,500,7577.7496569999985,0,60575,59,FEMALE,exec-managerial,dancing,1/27/2015,SC,total loss,Hillsdale,8984 Andromedia Hwy,6,other,other,NO,639000,1000000,NO,639000,5750,644750,NO,NO,NO
5842,5842,337569,12/11/2004,IN,1000,2411.435653,0,46974,22,MALE,other-service,hiking,2/5/2015,NY,major damage,Columbus,8760 Rock Ridge,0,fire,ambulance,NO,290200,300000,NO,185761,10867,196628,NO,YES,NO
5843,5843,550705,1/27/2013,IL,500,6457.014806,0,61254,28,FEMALE,other-service,hiking,1/19/2015,VA,minor damage,Riverwood,3099 2nd Hwy,18,fire,ambulance,NO,628800,1000000,YES,303929,8927,312856,NO,YES,NO
5844,5844,858906,9/23/2007,IL,1000,5441.352594,0,45221,45,FEMALE,transport-moving,exercise,1/26/2015,NY,trivial damage,Riverwood,2639 Cherokee St,22,theft,none,NO,518800,300000,NO,138313,12829,151142,NO,NO,NO
5845,5845,433068,5/13/1990,IL,500,8034.502054,5000000,44955,28,FEMALE,craft-repair,movies,1/17/2015,NY,total loss,Hillsdale,2882 1st St,0,hail,other,NO,715000,500000,NO,715000,5877,720877,YES,NO,NO
5846,5846,885245,3/10/2006,IN,1000,5445.546612,3000000,44239,35,MALE,sales,chess,2/6/2015,SC,major damage,Springfield,7013 Francis St,8,theft,police,YES,590200,1000000,YES,448967,13738,462705,NO,NO,NO
5847,5847,577155,9/28/2005,IN,1000,2496.11933,0,47337,41,MALE,other-service,basketball,1/12/2015,VA,total loss,Springfield,3342 Oak Lane,18,other,none,NO,293200,300000,NO,293200,3412,296612,NO,NO,NO
5848,5848,789313,9/12/1999,OH,500,3706.68809,0,60056,38,FEMALE,adm-clerical,hiking,2/23/2015,WV,major damage,Hillsdale,3659 Sky St,20,hail,other,NO,311400,300000,YES,197457,12504,209961,YES,YES,NO
5849,5849,657309,9/5/2006,IL,500,3470.6535340000005,0,60937,32,FEMALE,adm-clerical,video-games,3/1/2015,VA,minor damage,Riverwood,3756 Cherokee Hwy,17,hurricane,other,NO,338000,300000,NO,170226,1803,172029,NO,NO,NO
5850,5850,426825,2/17/2009,IN,1000,4403.017306000002,0,61663,30,MALE,craft-repair,camping,1/31/2015,WV,minor damage,Arlington,2396 Elm Lane,6,hail,other,NO,416600,300000,NO,210694,9191,219885,NO,YES,NO
5851,5851,932337,6/3/1990,OH,1000,3890.068442,7000000,44254,33,MALE,craft-repair,chess,1/15/2015,WV,minor damage,Northbrook,8010 Pine St,6,hail,ambulance,NO,349200,300000,NO,170661,399,171060,NO,YES,NO
5852,5852,287448,10/20/2005,IL,1000,1749.942225,0,45147,42,FEMALE,craft-repair,hiking,1/20/2015,PA,total loss,Northbrook,7137 Tree Lane,16,theft,fire,NO,147000,1000000,NO,147000,6852,153852,NO,NO,NO
5853,5853,668959,12/7/1997,OH,1000,2193.831757,0,45953,43,FEMALE,transport-moving,video-games,1/28/2015,VA,minor damage,Arlington,3805 MLK Ave,4,hail,other,NO,274000,1000000,NO,132442,1262,133704,NO,NO,NO
5854,5854,619512,3/19/1990,IL,500,3405.248973,0,44490,41,FEMALE,adm-clerical,hiking,1/13/2015,NY,total loss,Columbus,9703 Britain Drive,2,hurricane,other,NO,364600,1000000,NO,364600,15591,380191,NO,NO,NO
5855,5855,954668,4/16/2000,OH,500,2063.1143420000008,0,44894,29,FEMALE,farming-fishing,exercise,2/12/2015,WV,minor damage,Springfield,3396 Francis Lane,22,theft,police,YES,219200,1000000,NO,94698,17554,112252,NO,NO,NO
5856,5856,271785,1/7/1995,IN,500,4040.389727,0,43742,29,FEMALE,exec-managerial,reading,1/6/2015,WV,minor damage,Arlington,1122 Tree Lane,7,hail,other,NO,385800,300000,YES,167300,13240,180540,YES,NO,NO
5857,5857,363349,4/28/2014,IN,1000,3575.072726,0,61777,21,MALE,tech-support,dancing,1/25/2015,WV,total loss,Hillsdale,4448 Pine Hwy,16,hurricane,other,NO,350600,1000000,YES,350600,13603,364203,YES,NO,NO
5858,5858,901360,7/9/2013,OH,500,4263.971465,0,44260,29,FEMALE,farming-fishing,dancing,2/11/2015,WV,trivial damage,Northbend,3761 MLK Drive,2,fire,ambulance,NO,436200,1000000,YES,84232,10528,94760,NO,YES,NO
5859,5859,247374,7/27/2004,IN,1000,6701.496736,0,60111,28,FEMALE,farming-fishing,hiking,2/7/2015,NC,minor damage,Northbend,6302 Sky Ave,16,hail,other,NO,658200,300000,NO,305262,4671,309933,NO,NO,NO
5860,5860,803092,6/3/1999,OH,500,3054.8240920000007,0,44997,30,FEMALE,sales,kayaking,2/27/2015,VA,minor damage,Riverwood,9049 Washington St,15,hail,ambulance,NO,255600,500000,NO,153282,9417,162699,YES,NO,NO
5861,5861,936922,12/3/2003,IN,1000,3928.239911,0,47280,39,MALE,exec-managerial,basketball,1/18/2015,NY,minor damage,Northbrook,4257 Tree Hwy,14,hail,ambulance,NO,334600,500000,NO,162867,329,163196,NO,NO,NO
5862,5862,157711,12/22/1997,IL,500,2909.962122,0,46269,48,FEMALE,exec-managerial,dancing,2/5/2015,SC,minor damage,Riverwood,6473 4th Lane,13,other,fire,NO,261600,500000,NO,153207,17385,170592,NO,NO,NO
5863,5863,349766,2/27/1996,IL,500,1619.18067,0,46669,34,MALE,craft-repair,basketball,1/7/2015,NY,major damage,Riverwood,5092 3rd St,3,fire,police,YES,172800,1000000,NO,110843,8667,119510,NO,NO,NO
5864,5864,269617,9/5/2009,IL,1000,3316.641903,0,45676,30,MALE,tech-support,reading,1/6/2015,SC,total loss,Northbend,6756 2nd Hwy,9,hurricane,fire,NO,361200,1000000,NO,361200,11136,372336,YES,NO,NO
5865,5865,269098,7/20/2005,IN,1000,3512.722844,0,60338,31,FEMALE,exec-managerial,chess,2/6/2015,WV,trivial damage,Arlington,3059 Rock Ave,16,theft,fire,NO,386600,500000,NO,101017,14268,115285,YES,NO,NO
5866,5866,247728,9/6/2005,IL,500,2215.962706,0,60056,32,FEMALE,craft-repair,movies,2/16/2015,PA,minor damage,Northbend,8655 Flute Ave,23,hail,fire,NO,208600,500000,NO,91611,6594,98205,NO,NO,NO
5867,5867,212180,8/12/2007,OH,1000,3959.201265,0,43193,42,MALE,tech-support,kayaking,1/10/2015,NY,total loss,Columbus,5194 Best Drive,18,theft,fire,NO,380400,300000,NO,380400,762,381162,YES,NO,NO
5868,5868,931555,8/24/1997,IN,1000,3831.854666,6000000,47281,28,MALE,craft-repair,basketball,2/19/2015,NY,total loss,Hillsdale,6849 Cherokee Drive,11,theft,fire,NO,383200,500000,NO,383200,5471,388671,NO,YES,NO
5869,5869,311979,9/20/2001,OH,500,2158.308473,0,61773,34,MALE,farming-fishing,video-games,2/13/2015,VA,trivial damage,Riverwood,6944 4th Drive,10,hail,other,NO,231200,500000,NO,47823,13132,60955,YES,NO,NO
5870,5870,921574,7/22/1997,OH,500,4486.414409,7000000,60399,31,FEMALE,armed-forces,basketball,1/16/2015,WV,minor damage,Riverwood,9613 Pine Hwy,9,theft,ambulance,NO,548200,300000,NO,297197,15488,312685,NO,NO,NO
5871,5871,305071,7/21/2009,OH,500,6254.894539,9000000,46847,63,MALE,farming-fishing,chess,1/18/2015,WV,minor damage,Northbend,5138 Weaver Ridge,13,theft,other,NO,551400,300000,NO,220723,17845,238568,YES,NO,NO
5872,5872,301977,7/3/2013,IN,1000,3264.235462,0,44198,30,FEMALE,exec-managerial,camping,1/5/2015,NY,trivial damage,Springfield,1575 Maple Lane,23,theft,ambulance,NO,295800,500000,YES,98789,16279,115068,NO,NO,NO
5873,5873,161300,5/15/2000,IN,500,1386.0123210000004,0,47589,34,MALE,exec-managerial,reading,2/8/2015,NY,major damage,Hillsdale,3426 1st St,23,theft,other,NO,170800,500000,NO,140551,9493,150044,NO,NO,NO
5874,5874,329059,3/3/1994,IL,1000,2066.046211,0,43010,52,FEMALE,armed-forces,camping,2/12/2015,NC,minor damage,Northbend,6128 Rock St,6,fire,fire,NO,231800,1000000,NO,130194,14545,144739,YES,YES,NO
5875,5875,482183,12/25/2013,IL,500,2084.1438420000004,0,45591,36,FEMALE,other-service,chess,3/1/2015,SC,total loss,Riverwood,6583 Cherokee Ave,12,hail,fire,NO,227400,500000,NO,227399,4422,231821,NO,NO,NO
5876,5876,196879,1/9/2000,OH,500,6079.803486,0,62010,33,MALE,sales,basketball,2/25/2015,WV,total loss,Hillsdale,1326 Texas Lane,9,fire,fire,NO,711400,300000,YES,711400,2129,713529,NO,NO,NO
5877,5877,972996,11/2/1991,IN,1000,2934.225316,0,45772,50,MALE,transport-moving,movies,1/25/2015,NC,minor damage,Northbend,2658 Embaracadero St,8,other,ambulance,NO,304600,500000,NO,178828,7783,186611,NO,NO,NO
5878,5878,716700,4/23/2003,IL,500,2601.342912,0,43271,43,FEMALE,transport-moving,video-games,2/16/2015,NY,minor damage,Hillsdale,4217 3rd Drive,21,theft,police,YES,232200,300000,NO,110111,13986,124097,NO,YES,NO
5879,5879,728358,10/3/2007,OH,1000,3127.559074,3000000,61226,37,FEMALE,craft-repair,basketball,1/22/2015,NY,minor damage,Columbus,1619 Maple Hwy,16,theft,police,YES,275800,300000,NO,118011,6427,124438,YES,YES,NO
5880,5880,330706,8/2/1996,IL,1000,1249.0459970000004,5000000,43936,21,FEMALE,exec-managerial,basketball,2/16/2015,WV,trivial damage,Northbend,8714 5th Lane,7,theft,none,NO,144600,1000000,NO,11236,6563,17799,YES,NO,NO
5881,5881,491004,12/30/2009,IL,1000,5611.299722,0,43636,45,FEMALE,exec-managerial,board-games,2/24/2015,NC,minor damage,Springfield,4694 5th Ridge,12,hail,other,NO,501600,500000,NO,299283,7183,306466,YES,YES,NO
5882,5882,347649,8/10/2013,OH,1000,1461.728492,0,61522,45,FEMALE,farming-fishing,reading,1/1/2015,VA,total loss,Riverwood,2952 Elm Ave,17,fire,police,NO,176000,500000,NO,176000,11127,187127,NO,NO,NO
5883,5883,469181,12/24/2007,OH,500,2776.88175,0,44423,38,MALE,other-service,camping,1/17/2015,NY,major damage,Riverwood,5308 Oak Hwy,13,theft,none,NO,327600,1000000,YES,235554,10359,245913,NO,NO,NO
5884,5884,654933,1/16/1999,IN,500,4710.309057,5000000,43010,32,FEMALE,tech-support,exercise,1/19/2015,VA,major damage,Hillsdale,1803 Best Ave,23,theft,police,NO,410200,300000,YES,267073,156,267229,NO,YES,NO
5885,5885,909638,8/16/2014,IL,1000,6869.331778,0,47281,30,FEMALE,exec-managerial,video-games,1/7/2015,WV,trivial damage,Columbus,6088 Cherokee Ridge,23,other,police,YES,758400,1000000,NO,25811,2115,27926,NO,NO,NO
5886,5886,370489,4/28/1998,IN,500,2195.638037,8000000,44239,24,FEMALE,craft-repair,chess,2/26/2015,SC,major damage,Northbend,5207 Britain Drive,4,theft,police,YES,189000,500000,NO,168630,2550,171180,YES,YES,NO
5887,5887,277001,3/5/1997,OH,1000,3772.493761,0,60685,42,MALE,tech-support,movies,2/12/2015,VA,trivial damage,Northbrook,7862 Oak Hwy,14,theft,police,NO,349200,1000000,YES,77722,5244,82966,NO,NO,NO
5888,5888,453616,8/1/1993,IN,1000,2403.918302,0,47067,40,FEMALE,other-service,basketball,1/29/2015,WV,minor damage,Columbus,9609 Pine Lane,23,hurricane,other,NO,209600,500000,NO,91087,18483,109570,NO,NO,NO
5889,5889,493702,1/27/2002,OH,500,3217.146501,0,61438,34,FEMALE,sales,board-games,1/1/2015,SC,minor damage,Northbend,8926 Solo Drive,13,fire,fire,NO,393000,500000,NO,166508,5332,171840,YES,NO,NO
5890,5890,589002,12/13/1998,IL,1000,3815.790012,0,46276,44,MALE,exec-managerial,kayaking,1/11/2015,NY,minor damage,Northbrook,3752 1st St,3,fire,fire,NO,430200,500000,NO,238831,12446,251277,NO,NO,NO
5891,5891,244256,2/20/2009,OH,500,1646.991271,0,46141,39,MALE,exec-managerial,camping,2/25/2015,NC,major damage,Northbend,3908 Best Ridge,20,hail,other,NO,193600,500000,NO,163024,15097,178121,NO,NO,NO
5892,5892,488420,8/20/2010,IN,1000,2802.147621,0,61840,41,FEMALE,farming-fishing,video-games,2/20/2015,VA,minor damage,Hillsdale,1251 Weaver Hwy,2,theft,police,YES,257600,500000,NO,145741,7716,153457,NO,NO,NO
5893,5893,963734,4/8/2004,IN,1000,2567.082416,7000000,45858,32,FEMALE,tech-support,movies,2/23/2015,NC,minor damage,Arlington,9882 Lincoln Drive,6,theft,fire,NO,296800,300000,NO,152756,13790,166546,YES,YES,NO
5894,5894,437299,11/12/1994,OH,500,1905.52964,0,43742,37,MALE,sales,camping,1/10/2015,WV,total loss,Hillsdale,5840 Sky Ave,4,hurricane,ambulance,NO,199800,500000,NO,199800,3104,202904,NO,NO,NO
5895,5895,104401,11/29/2011,IN,500,5407.414756,0,60428,30,FEMALE,farming-fishing,hiking,2/18/2015,NC,total loss,Springfield,3728 Weaver Drive,17,hail,other,NO,508800,300000,NO,508800,13005,521805,NO,NO,NO
5896,5896,898986,1/29/1992,OH,1000,4081.487364,0,43368,28,MALE,craft-repair,camping,2/8/2015,NY,minor damage,Northbend,4840 Flute St,11,fire,ambulance,NO,415400,1000000,NO,166996,6222,173218,NO,NO,NO
5897,5897,232253,3/28/2013,IL,1000,2779.891411,0,44492,40,MALE,farming-fishing,hiking,1/13/2015,VA,minor damage,Riverwood,5877 Washington Drive,10,other,other,NO,262600,300000,NO,142386,1041,143427,NO,NO,NO
5898,5898,859580,9/11/2011,OH,1000,2309.390447,0,61030,40,MALE,craft-repair,board-games,1/29/2015,WV,trivial damage,Springfield,1181 Francis Lane,12,other,ambulance,NO,195800,300000,YES,33859,1183,35042,NO,NO,NO
5899,5899,257026,11/18/1998,IL,1000,2413.925731,0,61627,34,MALE,farming-fishing,chess,1/25/2015,VA,trivial damage,Northbrook,8544 Elm Drive,15,hail,other,NO,239800,500000,NO,19337,3112,22449,YES,NO,NO
5900,5900,744075,10/29/2013,IN,1000,2499.018586,0,45316,48,FEMALE,exec-managerial,movies,2/7/2015,NY,trivial damage,Northbend,2547 Apache St,20,fire,ambulance,NO,245600,500000,NO,2351,12040,14391,NO,NO,NO
5901,5901,927188,10/13/1993,IL,1000,3827.414129,6000000,60432,55,FEMALE,farming-fishing,movies,2/15/2015,WV,major damage,Northbend,7318 Oak Lane,17,theft,ambulance,NO,461400,300000,NO,396672,5019,401691,NO,YES,NO
5902,5902,610305,7/15/2003,IN,1000,6976.656588,0,61282,42,FEMALE,craft-repair,basketball,1/8/2015,NC,trivial damage,Riverwood,4550 Solo Lane,4,fire,other,NO,654000,500000,NO,253066,998,254064,NO,NO,NO
5903,5903,224843,4/17/1999,IL,1000,2156.683755,0,47965,28,FEMALE,other-service,movies,1/16/2015,NC,major damage,Riverwood,3200 Texas Lane,7,hail,fire,NO,263400,500000,NO,211834,20072,231906,YES,YES,NO
5904,5904,404614,1/3/1999,IL,500,4555.259615,0,44117,35,FEMALE,farming-fishing,chess,2/22/2015,WV,major damage,Northbend,9524 Weaver Ridge,5,hurricane,other,NO,465400,500000,NO,308598,7649,316247,NO,NO,NO
5905,5905,654670,10/2/1995,IL,500,8046.794508,5000000,47263,40,MALE,tech-support,video-games,1/29/2015,WV,major damage,Riverwood,2062 Lincoln Lane,4,hail,other,NO,967800,500000,NO,811412,6789,818201,YES,NO,NO
5906,5906,819795,2/7/2012,IL,1000,4121.997356,0,61298,33,MALE,adm-clerical,movies,2/2/2015,SC,major damage,Arlington,8739 Apache Lane,22,fire,other,NO,350000,1000000,NO,300416,7387,307803,YES,NO,NO
5907,5907,591812,7/28/1992,IN,1000,5394.023613,0,47265,22,MALE,exec-managerial,reading,2/1/2015,NY,trivial damage,Northbrook,2945 Sky Hwy,19,theft,none,NO,484200,1000000,YES,77490,9152,86642,NO,NO,NO
5908,5908,140255,8/7/1997,IN,500,4589.796632,8000000,46225,28,FEMALE,farming-fishing,board-games,1/5/2015,NC,total loss,Arlington,9273 Britain Lane,6,fire,fire,NO,446600,1000000,NO,446599,702,447301,NO,YES,NO
5909,5909,728488,10/19/1997,IN,500,2256.186266,0,43969,39,MALE,transport-moving,basketball,1/20/2015,NY,minor damage,Riverwood,1174 Solo St,1,hurricane,other,NO,233200,300000,YES,103305,8496,111801,YES,NO,NO
5910,5910,220754,7/7/1994,IL,1000,5493.167922,9000000,61981,44,FEMALE,armed-forces,reading,2/18/2015,WV,total loss,Columbus,2993 Texas Hwy,7,theft,police,YES,472200,500000,YES,472200,1138,473338,NO,NO,NO
5911,5911,454355,6/26/2012,IN,500,1792.288142,7000000,45963,45,MALE,armed-forces,camping,2/24/2015,SC,total loss,Hillsdale,6534 Flute Drive,9,hurricane,other,NO,189200,1000000,NO,189200,96,189296,NO,NO,NO
5912,5912,520342,1/31/2015,OH,1000,2651.208439,0,61381,31,MALE,adm-clerical,kayaking,1/17/2015,WV,total loss,Arlington,5470 1st Drive,8,theft,fire,NO,305800,1000000,NO,305800,12503,318303,NO,NO,NO
5913,5913,302905,2/15/2004,IN,500,5523.093931,0,44093,40,FEMALE,sales,basketball,1/18/2015,SC,minor damage,Columbus,6084 5th Ave,20,fire,fire,NO,550400,300000,NO,302170,1222,303392,NO,YES,NO
5914,5914,848158,3/26/1998,IN,1000,8444.661651999999,0,61634,34,FEMALE,craft-repair,kayaking,2/17/2015,SC,total loss,Northbend,9487 Texas Drive,7,hail,other,NO,894800,500000,NO,894800,13650,908450,NO,NO,NO
5915,5915,348610,2/25/1990,OH,1000,5087.163545,0,45452,38,MALE,adm-clerical,video-games,3/1/2015,WV,trivial damage,Columbus,4919 Maple St,22,fire,none,NO,530200,300000,YES,56380,11787,68167,YES,NO,NO
5916,5916,313258,8/17/2002,OH,1000,8394.083548999999,0,43378,39,FEMALE,farming-fishing,basketball,1/27/2015,SC,total loss,Northbrook,2319 Sky Ridge,22,theft,fire,NO,887000,500000,NO,887000,9975,896975,YES,YES,NO
5917,5917,735026,6/26/2002,IL,1000,3628.544717,0,60945,55,FEMALE,armed-forces,reading,1/3/2015,WV,major damage,Northbend,1962 Tree Hwy,4,hail,other,NO,443800,300000,NO,332245,17350,349595,NO,NO,NO
5918,5918,778379,11/8/1999,IL,1000,1619.031385,4000000,45140,29,FEMALE,armed-forces,chess,2/15/2015,SC,major damage,Northbend,8476 Solo Hwy,21,hurricane,other,NO,179600,1000000,YES,119499,2054,121553,NO,YES,NO
5919,5919,458029,3/10/1990,IL,1000,2064.410878,0,43599,32,FEMALE,craft-repair,exercise,2/14/2015,NY,trivial damage,Hillsdale,3630 1st Hwy,8,fire,police,YES,205800,500000,NO,81426,442,81868,NO,YES,NO
5920,5920,970991,2/6/2004,IL,500,2573.00505,0,45327,30,FEMALE,other-service,video-games,2/12/2015,WV,minor damage,Arlington,1166 Flute Lane,20,theft,other,NO,246800,1000000,YES,129755,906,130661,NO,NO,NO
5921,5921,319928,10/7/2010,OH,500,2188.448558,0,46639,39,FEMALE,sales,reading,1/1/2015,NY,minor damage,Columbus,3270 Britain Drive,4,fire,fire,NO,237200,1000000,NO,101303,6263,107566,NO,NO,NO
5922,5922,805848,5/22/1992,IL,1000,4424.893138,0,61070,41,FEMALE,sales,movies,2/8/2015,NY,minor damage,Northbrook,2386 1st Drive,21,hail,other,NO,386800,1000000,YES,183336,354,183690,NO,NO,NO
5923,5923,477933,10/21/1999,OH,500,6602.091677,0,61282,29,MALE,exec-managerial,kayaking,2/16/2015,VA,minor damage,Springfield,1963 Sky Hwy,14,theft,other,NO,552400,1000000,NO,274334,5522,279856,NO,YES,NO
5924,5924,454726,7/27/1995,IL,1000,1446.124181,0,60090,45,MALE,transport-moving,reading,1/26/2015,VA,trivial damage,Hillsdale,3447 Weaver Hwy,5,theft,fire,NO,123000,1000000,NO,43585,9976,53561,NO,YES,NO
5925,5925,419403,6/28/2005,IN,1000,3122.748093,6000000,60574,38,MALE,adm-clerical,movies,1/15/2015,NC,total loss,Northbrook,2713 Elm Hwy,12,fire,ambulance,NO,317600,500000,NO,317600,37,317637,NO,NO,NO
5926,5926,201697,2/6/1994,OH,1000,3613.379495,0,61538,34,FEMALE,armed-forces,board-games,1/22/2015,SC,minor damage,Springfield,3197 Britain Lane,3,fire,police,YES,407000,300000,NO,235137,938,236075,NO,NO,NO
5927,5927,847741,4/6/2011,OH,500,2761.210938,3000000,43821,63,FEMALE,adm-clerical,board-games,1/1/2015,WV,total loss,Arlington,8657 Embaracadero Drive,14,other,fire,NO,243000,300000,NO,243000,7168,250168,YES,NO,NO
5928,5928,258065,12/31/2014,OH,1000,3243.922918,0,61910,53,MALE,farming-fishing,reading,1/15/2015,NY,total loss,Arlington,9975 Sky Lane,15,other,ambulance,NO,307400,500000,NO,307400,5285,312685,YES,NO,NO
5929,5929,871334,11/18/1999,OH,500,1404.312053,0,46423,42,FEMALE,transport-moving,board-games,2/18/2015,NC,total loss,Arlington,4700 MLK Drive,12,hurricane,ambulance,NO,141200,1000000,NO,141200,6935,148135,YES,NO,NO
